train_regression_loss,val_regression_loss,learning_rate
0.04307358422746155,0.02521904098226669,0.009999999776482582
0.018765567918790558,0.016483110162687113,0.009999999776482582
0.017167865026294478,0.01470518030939584,0.009999999776482582
0.016119359951640565,0.015287480554840666,0.009999999776482582
0.014897208848318593,0.013132993632214183,0.009999999776482582
0.014144293505140421,0.013430538453518394,0.009999999776482582
0.013380098059859465,0.01270277905178831,0.009999999776482582
0.012874426247134073,0.012950956826395493,0.009999999776482582
0.012450918211183158,0.01130890945329311,0.009999999776482582
0.012222373553718809,0.011710453803274543,0.009999999776482582
0.011925253828809927,0.011170861670410539,0.009999999776482582
0.011895376211556105,0.01048834066332734,0.009999999776482582
0.011697176362229583,0.012665590221815287,0.009999999776482582
0.011643823100305772,0.0121908956207335,0.009999999776482582
0.011505795722962961,0.011320619123115976,0.009999999776482582
0.011388117976292588,0.011447989783111089,0.009999999776482582
0.011250029374002228,0.010874490246196534,0.009999999776482582
0.011140910115108432,0.011224355452020275,0.009999999776482582
0.01117791167265736,0.010995512800984718,0.009999999776482582
0.009821544012331606,0.00996254511831447,0.004999999888241291
0.00986176842185098,0.00972235103712437,0.004999999888241291
0.009872433168966877,0.010273974743037623,0.004999999888241291
0.009836025759103544,0.009888653261983332,0.004999999888241291
0.009800858441916725,0.010025714070813612,0.004999999888241291
0.009844580939830302,0.009863019150562901,0.004999999888241291
0.009792780041002076,0.009879282053976141,0.004999999888241291
0.009793193933381404,0.00977539558934563,0.004999999888241291
0.009761939802890243,0.010275606729803568,0.004999999888241291
0.009865293376613132,0.009568194108222551,0.004999999888241291
0.00978639752886938,0.009357148759126504,0.004999999888241291
0.009212243151804128,0.009312753097471246,0.0024999999441206455
0.009015499565104114,0.009265409056790807,0.0012499999720603228
0.00890699014714999,0.009057707727906551,0.0006249999860301614
0.008846032922307791,0.009029799913789363,0.0003124999930150807
0.008814064027380933,0.009005456937457178,0.00015624999650754035
0.00879659393555256,0.008996376638954624,7.812499825377017e-05
0.008786739026350143,0.008986188321711218,3.9062499126885086e-05
0.008780873800771805,0.0089817312843305,1.9531249563442543e-05
0.00877804498675088,0.008978570826312012,9.765624781721272e-06
0.008776325994938206,0.008978691888339024,4.882812390860636e-06
0.008775530044979742,0.008977523024015605,2.441406195430318e-06
0.00877514497921215,0.008977010600922748,1.220703097715159e-06
0.008774939572406616,0.008976767803146008,6.103515488575795e-07
0.008774803907821664,0.008976781921599931,3.0517577442878974e-07
0.008774745172466432,0.008976779107816834,1.5258788721439487e-07
0.008774713021711336,0.008976791019333488,7.629394360719743e-08
0.008774691630516569,0.008976818097041959,3.814697180359872e-08
0.008774681911181246,0.008976815994135402,1.907348590179936e-08
0.00877467749718645,0.008976816652996584,9.53674295089968e-09
0.008774675657424597,0.00897681698738102,4.76837147544984e-09
0.008774674856784941,0.008976817079027123,2.38418573772492e-09
0.008774674493684933,0.008976817292042394,1.19209286886246e-09
0.008774674281669817,0.00897681723011935,5.9604643443123e-10
